     ,activation_hidden ,activation_out ,alpha ,batch_size ,epochs ,hidden_layer_sizes ,lambd  ,learning_rate ,learning_rate_init ,nesterov
1418 ,logistic          ,identity       ,  0.0 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.0005 ,False
1419 ,tanh              ,identity       ,  0.0 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.0005 ,False
1420 ,logistic          ,identity       ,  0.0 ,       1.0 ,   800 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.0005 ,False
1421 ,tanh              ,identity       ,  0.0 ,       1.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.0005 ,False
1422 ,logistic          ,identity       ,  0.0 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.0005 ,False
1423 ,logistic          ,identity       ,  0.0 ,       1.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.0005 ,False
1424 ,logistic          ,identity       ,  0.0 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.0005 ,False
1425 ,logistic          ,identity       ,  0.0 ,       1.0 ,   200 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.0005 ,False
1426 ,tanh              ,identity       ,  0.0 ,       1.0 ,   200 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.0005 ,False
1427 ,tanh              ,identity       ,  0.0 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.0005 ,False
1428 ,logistic          ,identity       ,  0.0 ,       1.0 ,   200 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.0005 ,False
1429 ,tanh              ,identity       ,  0.0 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.0005 ,False
1430 ,tanh              ,identity       ,  0.0 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.0005 ,False
1431 ,tanh              ,identity       ,  0.0 ,       1.0 ,   200 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.0005 ,False
1432 ,logistic          ,identity       ,  0.0 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.0005 ,False
1433 ,tanh              ,identity       ,  0.0 ,       1.0 ,   200 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.0005 ,False
1434 ,logistic          ,identity       ,  0.0 ,       1.0 ,   200 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.0005 ,False
1435 ,logistic          ,identity       ,  0.0 ,       1.0 ,   800 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.0005 ,False
1436 ,logistic          ,identity       ,  0.0 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.0005 ,False
1437 ,tanh              ,identity       ,  0.0 ,       1.0 ,   800 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.0005 ,False
1438 ,tanh              ,identity       ,  0.0 ,       1.0 ,   200 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.0005 ,False
1439 ,tanh              ,identity       ,  0.0 ,       1.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.1    ,False
1440 ,tanh              ,identity       ,  0.0 ,      64.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.1    ,False
1441 ,tanh              ,identity       ,  0.0 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.1    ,False
1442 ,tanh              ,identity       ,  0.0 ,      64.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.1    ,False
1443 ,tanh              ,identity       ,  0.0 ,      64.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.1    ,False
1444 ,tanh              ,identity       ,  0.0 ,       1.0 ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.1    ,False
1445 ,tanh              ,identity       ,  0.0 ,       1.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.1    ,False
1446 ,tanh              ,identity       ,  0.0 ,      64.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.1    ,False
1447 ,tanh              ,identity       ,  0.0 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.1    ,False
1448 ,tanh              ,identity       ,  0.5 ,       1.0 ,   800 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.1    ,True
1449 ,tanh              ,identity       ,  0.0 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.1    ,False
1450 ,tanh              ,identity       ,  0.0 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.1    ,False
1451 ,tanh              ,identity       ,  0.5 ,       1.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.1    ,True
1452 ,tanh              ,identity       ,  0.0 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.1    ,False
1453 ,tanh              ,identity       ,  0.5 ,       1.0 ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.1    ,True
1454 ,tanh              ,identity       ,  0.0 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.1    ,False
1455 ,tanh              ,identity       ,  0.0 ,      64.0 ,   800 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.1    ,False
1456 ,tanh              ,identity       ,  0.0 ,      64.0 ,   200 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.1    ,False
1457 ,tanh              ,identity       ,  0.0 ,       1.0 ,   200 ,"[60, 60]"         ,0.001  ,fixed         ,            0.1    ,False
1458 ,tanh              ,identity       ,  0.5 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.1    ,True
1459 ,tanh              ,identity       ,  0.0 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.1    ,False
1460 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.1    ,True
1461 ,tanh              ,identity       ,  0.0 ,      64.0 ,   200 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.1    ,False
1462 ,tanh              ,identity       ,  0.5 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.1    ,True
1463 ,tanh              ,identity       ,  0.0 ,      64.0 ,   800 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.1    ,False
1464 ,tanh              ,identity       ,  0.5 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.1    ,True
1465 ,tanh              ,identity       ,  0.5 ,       1.0 ,   200 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.1    ,True
1466 ,tanh              ,identity       ,  0.0 ,      64.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.1    ,False
1467 ,tanh              ,identity       ,  0.5 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.1    ,True
1468 ,tanh              ,identity       ,  0.5 ,       1.0 ,   200 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.1    ,True
1469 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.1    ,True
1470 ,tanh              ,identity       ,  0.5 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.1    ,True
1471 ,tanh              ,identity       ,  0.5 ,       1.0 ,   800 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.1    ,True
1472 ,tanh              ,identity       ,  0.5 ,       1.0 ,   800 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.1    ,True
1473 ,tanh              ,identity       ,  0.5 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.1    ,True
1474 ,tanh              ,identity       ,  0.5 ,       1.0 ,   200 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.1    ,True
1475 ,tanh              ,identity       ,  0.5 ,       1.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.1    ,True
1476 ,tanh              ,identity       ,  0.5 ,       1.0 ,   200 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.1    ,True
1477 ,tanh              ,identity       ,  0.5 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.1    ,True
1478 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.1    ,True
1479 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.1    ,True
1480 ,tanh              ,identity       ,  0.5 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.1    ,True
1481 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.1    ,False
1482 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.1    ,True
1483 ,tanh              ,identity       ,  0.5 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.1    ,True
1484 ,tanh              ,identity       ,  0.5 ,       1.0 ,   200 ,"[30, 30]"         ,0.001  ,fixed         ,            0.1    ,True
1485 ,tanh              ,identity       ,  0.5 ,       1.0 ,   800 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.1    ,True
1486 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.1    ,True
1487 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.1    ,True
1488 ,tanh              ,identity       ,  0.5 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.1    ,True
1489 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.1    ,True
1490 ,tanh              ,identity       ,  0.0 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.1    ,False
1491 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.1    ,True
1492 ,tanh              ,identity       ,  0.0 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.1    ,False
1493 ,tanh              ,identity       ,  0.5 ,       1.0 ,   800 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.1    ,True
1494 ,tanh              ,identity       ,  0.5 ,       1.0 ,   200 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.1    ,True
1495 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.1    ,True
1496 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.1    ,True
1497 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.1    ,True
1498 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.1    ,False
1499 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.1    ,True
1500 ,tanh              ,identity       ,  0.0 ,      64.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.1    ,False
1501 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.1    ,True
1502 ,tanh              ,identity       ,  0.0 ,       1.0 ,   200 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.1    ,False
1503 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.1    ,True
1504 ,tanh              ,identity       ,  0.5 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.1    ,True
1505 ,tanh              ,identity       ,  0.0 ,      64.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.1    ,False
1506 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.1    ,True
1507 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.1    ,True
1508 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.001  ,fixed         ,            0.1    ,True
1509 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.1    ,True
1510 ,tanh              ,identity       ,  0.0 ,      64.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.1    ,False
1511 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.1    ,False
1512 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.1    ,True
1513 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.1    ,False
1514 ,tanh              ,identity       ,  0.0 ,       1.0 ,   200 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.1    ,False
1515 ,tanh              ,identity       ,  0.0 ,       1.0 ,   200 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.1    ,False
1516 ,tanh              ,identity       ,  0.5 ,       1.0 ,   200 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.1    ,True
1517 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.1    ,False
1518 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.1    ,True
1519 ,tanh              ,identity       ,  0.5 ,       1.0 ,   200 ,"[60, 60]"         ,0.001  ,fixed         ,            0.1    ,True
1520 ,tanh              ,identity       ,  0.0 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.1    ,False
1521 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.1    ,True
1522 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.1    ,False
1523 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.1    ,False
1524 ,tanh              ,identity       ,  0.0 ,       1.0 ,   200 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.1    ,False
1525 ,tanh              ,identity       ,  0.5 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.1    ,True
1526 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.1    ,True
1527 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.1    ,True
1528 ,tanh              ,identity       ,  0.0 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.1    ,False
1529 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.1    ,False
1530 ,tanh              ,identity       ,  0.0 ,       1.0 ,   200 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.1    ,False
1531 ,tanh              ,identity       ,  0.0 ,      64.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.1    ,False
1532 ,tanh              ,identity       ,  0.5 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.1    ,True
1533 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,0.001  ,fixed         ,            0.1    ,True
1534 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.1    ,True
1535 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.1    ,True
1536 ,tanh              ,identity       ,  0.5 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.1    ,True
1537 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.1    ,True
1538 ,tanh              ,identity       ,  0.5 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.1    ,True
1539 ,tanh              ,identity       ,  0.5 ,       1.0 ,   200 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.1    ,True
1540 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.1    ,True
1541 ,tanh              ,identity       ,  0.0 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.1    ,False
1542 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.1    ,False
1543 ,tanh              ,identity       ,  0.5 ,       1.0 ,   200 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.1    ,True
1544 ,tanh              ,identity       ,  0.0 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.1    ,False
1545 ,tanh              ,identity       ,  0.5 ,       1.0 ,   200 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.1    ,True
1546 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.001  ,fixed         ,            0.1    ,False
1547 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.1    ,True
1548 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.1    ,True
1549 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.1    ,True
1550 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.1    ,True
