     ,activation_hidden ,activation_out ,alpha ,batch_size ,epochs ,hidden_layer_sizes ,lambd  ,learning_rate ,learning_rate_init ,nesterov
 877 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.0005 ,False
 878 ,tanh              ,identity       ,  0.0 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.001  ,False
 879 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.0005 ,False
 880 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.001  ,True
 881 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.001  ,fixed         ,            0.001  ,True
 882 ,logistic          ,identity       ,  0.8 ,      64.0 ,   200 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.1    ,True
 883 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.001  ,fixed         ,            0.001  ,False
 884 ,logistic          ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,0.001  ,fixed         ,            0.1    ,True
 885 ,logistic          ,identity       ,  0.8 ,      64.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.0005 ,False
 886 ,tanh              ,identity       ,  0.0 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.001  ,False
 887 ,logistic          ,identity       ,  0.5 ,      64.0 ,   200 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.001  ,True
 888 ,tanh              ,identity       ,  0.0 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.001  ,False
 889 ,logistic          ,identity       ,  0.8 ,      64.0 ,   800 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.0005 ,False
 890 ,logistic          ,identity       ,  0.8 ,      64.0 ,   200 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.0005 ,False
 891 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.1    ,False
 892 ,logistic          ,identity       ,  0.0 ,      64.0 ,   200 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.001  ,False
 893 ,logistic          ,identity       ,  0.5 ,       1.0 ,   200 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.1    ,True
 894 ,logistic          ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.001  ,True
 895 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.001  ,False
 896 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.0005 ,False
 897 ,logistic          ,identity       ,  0.8 ,      64.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.0005 ,False
 898 ,logistic          ,identity       ,  0.8 ,      64.0 ,   200 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.0005 ,False
 899 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.001  ,True
 900 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.001  ,False
 901 ,logistic          ,identity       ,  0.0 ,      64.0 ,   800 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.001  ,False
 902 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.001  ,False
 903 ,tanh              ,identity       ,  0.0 ,      64.0 ,   200 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.0005 ,False
 904 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.001  ,False
 905 ,logistic          ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.001  ,False
 906 ,logistic          ,identity       ,  0.5 ,      64.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.001  ,True
 907 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.0005 ,False
 908 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.0005 ,False
 909 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.001  ,False
 910 ,tanh              ,identity       ,  0.0 ,       1.0 ,   800 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.001  ,False
 911 ,logistic          ,identity       ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.0005 ,False
 912 ,logistic          ,identity       ,  0.0 ,      64.0 ,   200 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.001  ,False
 913 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.001  ,True
 914 ,tanh              ,identity       ,  0.8 ,      64.0 ,   200 ,"[30, 30]"         ,0.001  ,fixed         ,            0.1    ,False
 915 ,tanh              ,identity       ,  0.5 ,       1.0 ,   200 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.001  ,True
 916 ,tanh              ,identity       ,  0.0 ,      64.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.0005 ,False
 917 ,logistic          ,identity       ,  0.0 ,      64.0 ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.001  ,False
 918 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.001  ,False
 919 ,tanh              ,identity       ,  0.0 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.001  ,False
 920 ,tanh              ,identity       ,  0.0 ,      64.0 ,   200 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.001  ,False
 921 ,tanh              ,identity       ,  0.0 ,      64.0 ,   800 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.0005 ,False
 922 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.001  ,False
 923 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.0005 ,False
 924 ,logistic          ,identity       ,  0.5 ,      64.0 ,   200 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.001  ,True
 925 ,tanh              ,identity       ,  0.0 ,      64.0 ,   200 ,"[30, 30]"         ,0.001  ,fixed         ,            0.0005 ,False
 926 ,tanh              ,identity       ,  0.0 ,      64.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.0005 ,False
 927 ,logistic          ,identity       ,  0.0 ,      64.0 ,   800 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.001  ,False
 928 ,tanh              ,identity       ,  0.0 ,      64.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.001  ,False
 929 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.1    ,False
 930 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.001  ,True
 931 ,tanh              ,identity       ,  0.5 ,       1.0 ,   200 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.001  ,True
 932 ,logistic          ,identity       ,  0.5 ,      64.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.001  ,True
 933 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.0005 ,False
 934 ,logistic          ,identity       ,  0.5 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.1    ,True
 935 ,tanh              ,identity       ,  0.0 ,      64.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.0005 ,False
 936 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.001  ,True
 937 ,logistic          ,identity       ,  0.5 ,       1.0 ,   200 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.1    ,True
 938 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.001  ,False
 939 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.001  ,False
 940 ,tanh              ,identity       ,  0.5 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.001  ,True
 941 ,tanh              ,identity       ,  0.0 ,      64.0 ,   200 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.0005 ,False
 942 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.001  ,False
 943 ,logistic          ,identity       ,  0.0 ,      64.0 ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.001  ,False
 944 ,logistic          ,identity       ,  0.5 ,      64.0 ,   800 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.001  ,True
 945 ,logistic          ,identity       ,  0.5 ,      64.0 ,   200 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.001  ,True
 946 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.1    ,False
 947 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.0005 ,False
 948 ,logistic          ,identity       ,  0.5 ,      64.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.001  ,True
 949 ,tanh              ,identity       ,  0.0 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.0005 ,False
 950 ,logistic          ,identity       ,  0.5 ,       1.0 ,   200 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.1    ,True
 951 ,tanh              ,identity       ,  0.0 ,      64.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.001  ,False
 952 ,tanh              ,identity       ,  0.8 ,      64.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.1    ,False
 953 ,logistic          ,identity       ,  0.0 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.1    ,False
 954 ,logistic          ,identity       ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.1    ,True
 955 ,tanh              ,identity       ,  0.0 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.001  ,False
 956 ,logistic          ,identity       ,  0.0 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.1    ,False
 957 ,logistic          ,identity       ,  0.5 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.001  ,True
 958 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.001  ,True
 959 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.001  ,False
 960 ,logistic          ,identity       ,  0.0 ,      64.0 ,   200 ,"[60, 60]"         ,0.001  ,fixed         ,            0.001  ,False
 961 ,logistic          ,identity       ,  0.5 ,      64.0 ,   200 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.1    ,True
 962 ,logistic          ,identity       ,  0.5 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.1    ,True
 963 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.001  ,False
 964 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.0005 ,False
 965 ,tanh              ,identity       ,  0.0 ,      64.0 ,   800 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.001  ,False
 966 ,tanh              ,identity       ,  0.0 ,      64.0 ,   800 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.0005 ,False
 967 ,tanh              ,identity       ,  0.0 ,      64.0 ,   200 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.0005 ,False
 968 ,logistic          ,identity       ,  0.8 ,      64.0 ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.1    ,True
 969 ,tanh              ,identity       ,  0.0 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.0005 ,False
 970 ,logistic          ,identity       ,  0.8 ,      64.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.1    ,True
 971 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.001  ,True
 972 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.0005 ,False
 973 ,logistic          ,identity       ,  0.8 ,      64.0 ,   200 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.0005 ,False
 974 ,tanh              ,identity       ,  0.0 ,       1.0 ,   800 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.001  ,False
 975 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,0.001  ,fixed         ,            0.001  ,False
 976 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.001  ,False
 977 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.0005 ,False
 978 ,logistic          ,identity       ,  0.0 ,      64.0 ,   200 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.001  ,False
 979 ,logistic          ,identity       ,  0.5 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.001  ,True
 980 ,logistic          ,identity       ,  0.5 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.1    ,True
 981 ,logistic          ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.1    ,True
 982 ,tanh              ,identity       ,  0.0 ,      64.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.0005 ,False
 983 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.001  ,False
 984 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.001  ,True
 985 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.1    ,False
 986 ,tanh              ,identity       ,  0.8 ,      64.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.1    ,False
 987 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,0.001  ,fixed         ,            0.001  ,True
 988 ,logistic          ,identity       ,  0.0 ,      64.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.001  ,False
 989 ,logistic          ,identity       ,  0.5 ,      64.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.001  ,True
 990 ,logistic          ,identity       ,  0.0 ,      64.0 ,   200 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.001  ,False
 991 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.001  ,False
 992 ,logistic          ,identity       ,  0.0 ,      64.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.001  ,False
 993 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.001  ,True
 994 ,logistic          ,identity       ,  0.0 ,      64.0 ,   200 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.0005 ,False
 995 ,logistic          ,identity       ,  0.8 ,      64.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.1    ,True
 996 ,logistic          ,identity       ,  0.8 ,      64.0 ,   800 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.0005 ,False
 997 ,logistic          ,identity       ,  0.8 ,      64.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.1    ,True
 998 ,tanh              ,identity       ,  0.8 ,      64.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.1    ,False
 999 ,logistic          ,identity       ,  0.0 ,      64.0 ,   200 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.0005 ,False
1000 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.0005 ,False
1001 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.001  ,True
1002 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.0005 ,False
1003 ,logistic          ,identity       ,  0.8 ,      64.0 ,   200 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.1    ,True
1004 ,tanh              ,identity       ,  0.8 ,      64.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.1    ,False
1005 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.0005 ,False
1006 ,logistic          ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.0005 ,False
1007 ,logistic          ,identity       ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.1    ,False
1008 ,tanh              ,identity       ,  0.8 ,      64.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.1    ,False
1009 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.001  ,True
1010 ,logistic          ,identity       ,  0.0 ,      64.0 ,   200 ,"[30, 30]"         ,0.001  ,fixed         ,            0.001  ,False
1011 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.001  ,False
1012 ,logistic          ,identity       ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.001  ,True
1013 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.0005 ,False
1014 ,tanh              ,identity       ,  0.8 ,      64.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.1    ,False
1015 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.0005 ,False
1016 ,tanh              ,identity       ,  0.5 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.001  ,True
1017 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.001  ,fixed         ,            0.0005 ,False
1018 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.001  ,False
1019 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.001  ,False
1020 ,logistic          ,identity       ,  0.8 ,      64.0 ,   200 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.1    ,True
1021 ,logistic          ,identity       ,  0.5 ,      64.0 ,   200 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.001  ,True
1022 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.001  ,True
1023 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.001  ,True
1024 ,logistic          ,identity       ,  0.5 ,       1.0 ,   800 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.001  ,True
1025 ,logistic          ,identity       ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.1    ,False
1026 ,logistic          ,identity       ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.001  ,True
1027 ,tanh              ,identity       ,  0.8 ,      64.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.1    ,False
1028 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.0005 ,False
1029 ,logistic          ,identity       ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.001  ,False
1030 ,logistic          ,identity       ,  0.0 ,      64.0 ,   800 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.001  ,False
1031 ,logistic          ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.0005 ,False
1032 ,logistic          ,identity       ,  0.5 ,      64.0 ,   800 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.001  ,True
1033 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.0005 ,False
1034 ,logistic          ,identity       ,  0.0 ,      64.0 ,   800 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.0005 ,False
1035 ,logistic          ,identity       ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.001  ,False
1036 ,tanh              ,identity       ,  0.0 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.0005 ,False
1037 ,logistic          ,identity       ,  0.5 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.1    ,True
1038 ,logistic          ,identity       ,  0.8 ,      64.0 ,   200 ,"[60, 60]"         ,0.001  ,fixed         ,            0.1    ,True
1039 ,logistic          ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.1    ,True
1040 ,tanh              ,identity       ,  0.5 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.001  ,True
1041 ,tanh              ,identity       ,  0.5 ,       1.0 ,   200 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.001  ,True
1042 ,logistic          ,identity       ,  0.8 ,      64.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.0005 ,False
1043 ,logistic          ,identity       ,  0.0 ,      64.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.001  ,False
1044 ,tanh              ,identity       ,  0.5 ,       1.0 ,   200 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.001  ,True
1045 ,tanh              ,identity       ,  0.5 ,       1.0 ,   200 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.001  ,True
1046 ,tanh              ,identity       ,  0.0 ,       1.0 ,   800 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.0005 ,False
1047 ,tanh              ,identity       ,  0.0 ,       1.0 ,   200 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.001  ,False
1048 ,logistic          ,identity       ,  0.0 ,      64.0 ,   800 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.0005 ,False
1049 ,logistic          ,identity       ,  0.8 ,      64.0 ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.1    ,True
1050 ,logistic          ,identity       ,  0.0 ,      64.0 ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.0005 ,False
1051 ,logistic          ,identity       ,  0.8 ,      64.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.0005 ,False
1052 ,logistic          ,identity       ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.001  ,False
1053 ,logistic          ,identity       ,  0.5 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.1    ,True
1054 ,logistic          ,identity       ,  0.0 ,      64.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.001  ,False
1055 ,logistic          ,identity       ,  0.0 ,      64.0 ,   200 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.001  ,False
1056 ,tanh              ,identity       ,  0.5 ,       1.0 ,   200 ,"[60, 60]"         ,0.001  ,fixed         ,            0.001  ,True
1057 ,logistic          ,identity       ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.001  ,True
1058 ,logistic          ,identity       ,  0.0 ,      64.0 ,   800 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.001  ,False
1059 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.0005 ,False
1060 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.0005 ,False
1061 ,logistic          ,identity       ,  0.8 ,      64.0 ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.1    ,True
1062 ,tanh              ,identity       ,  0.5 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.001  ,True
1063 ,tanh              ,identity       ,  0.0 ,       1.0 ,   200 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.001  ,False
1064 ,logistic          ,identity       ,  0.0 ,      64.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.001  ,False
1065 ,logistic          ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.0005 ,False
1066 ,tanh              ,identity       ,  0.0 ,      64.0 ,   800 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.0005 ,False
1067 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.1    ,False
1068 ,logistic          ,identity       ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.001  ,fixed         ,            0.1    ,True
1069 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.1    ,False
1070 ,logistic          ,identity       ,  0.8 ,      64.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.1    ,True
1071 ,logistic          ,identity       ,  0.5 ,       1.0 ,   800 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.001  ,True
1072 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.0005 ,False
1073 ,logistic          ,identity       ,  0.0 ,      64.0 ,   200 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.001  ,False
1074 ,logistic          ,identity       ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.1    ,True
1075 ,tanh              ,identity       ,  0.5 ,       1.0 ,   800 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.001  ,True
