     ,activation_hidden ,val_MEE_mean_rank ,alpha ,batch_size ,epochs ,hidden_layer_sizes ,lambd  ,learning_rate ,learning_rate_init ,nesterov
1218 ,logistic          ,             1259 ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.0005 ,False
1219 ,logistic          ,             1145 ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.001  ,False
1220 ,logistic          ,               47 ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.1    ,False
1221 ,logistic          ,             1358 ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.0005 ,False
1222 ,logistic          ,             1288 ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.001  ,False
1223 ,logistic          ,              439 ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.1    ,False
1224 ,logistic          ,              874 ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.0005 ,False
1225 ,logistic          ,              686 ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.001  ,False
1226 ,logistic          ,               83 ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.1    ,False
1227 ,logistic          ,             1163 ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.0005 ,False
1228 ,logistic          ,             1053 ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.001  ,False
1229 ,logistic          ,              765 ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.1    ,False
1230 ,logistic          ,              912 ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.0005 ,False
1231 ,logistic          ,              758 ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.001  ,False
1232 ,logistic          ,              238 ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.1    ,False
1233 ,logistic          ,             1218 ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.0005 ,False
1234 ,logistic          ,             1099 ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.001  ,False
1235 ,logistic          ,              318 ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.1    ,False
1236 ,logistic          ,             1214 ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.0005 ,False
1237 ,logistic          ,             1096 ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.001  ,False
1238 ,logistic          ,               18 ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.1    ,False
1239 ,logistic          ,             1312 ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.0005 ,False
1240 ,logistic          ,             1233 ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.001  ,False
1241 ,logistic          ,              652 ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.1    ,False
1242 ,logistic          ,             1066 ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.0005 ,False
1243 ,logistic          ,              816 ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.001  ,False
1244 ,logistic          ,               30 ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.1    ,False
1245 ,logistic          ,             1320 ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.0005 ,False
1246 ,logistic          ,             1209 ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.001  ,False
1247 ,logistic          ,              200 ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.1    ,False
1248 ,logistic          ,             1106 ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.0005 ,False
1249 ,logistic          ,              906 ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.001  ,False
1250 ,logistic          ,              127 ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.1    ,False
1251 ,logistic          ,             1333 ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.0005 ,False
1252 ,logistic          ,             1248 ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.001  ,False
1253 ,logistic          ,              244 ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.1    ,False
1254 ,logistic          ,             1303 ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.0005 ,False
1255 ,logistic          ,             1213 ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.001  ,False
1256 ,logistic          ,               45 ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.1    ,False
1257 ,logistic          ,             1368 ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.0005 ,False
1258 ,logistic          ,             1325 ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.001  ,False
1259 ,logistic          ,              400 ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.1    ,False
1260 ,tanh              ,              146 ,  0.5 ,      64   ,   800 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.001  ,True
1261 ,tanh              ,             1566 ,  0.5 ,      64   ,   800 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.1    ,True
1262 ,tanh              ,              432 ,  0.5 ,      64   ,   800 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.001  ,True
1263 ,tanh              ,             1592 ,  0.5 ,      64   ,   800 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.1    ,True
1264 ,tanh              ,              185 ,  0.5 ,      64   ,   800 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.001  ,True
1265 ,tanh              ,             1590 ,  0.5 ,      64   ,   800 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.1    ,True
1266 ,tanh              ,              516 ,  0.5 ,      64   ,   800 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.001  ,True
1267 ,tanh              ,             1593 ,  0.5 ,      64   ,   800 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.1    ,True
1268 ,tanh              ,              435 ,  0.5 ,      64   ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.001  ,True
1269 ,tanh              ,             1563 ,  0.5 ,      64   ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.1    ,True
1270 ,tanh              ,              759 ,  0.5 ,      64   ,   800 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.001  ,True
1271 ,tanh              ,             1591 ,  0.5 ,      64   ,   800 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.1    ,True
1272 ,tanh              ,              182 ,  0.5 ,      64   ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.001  ,True
1273 ,tanh              ,             1635 ,  0.5 ,      64   ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.1    ,True
1274 ,tanh              ,              453 ,  0.5 ,      64   ,   800 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.001  ,True
1275 ,tanh              ,             1642 ,  0.5 ,      64   ,   800 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.1    ,True
1276 ,tanh              ,              197 ,  0.5 ,      64   ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.001  ,True
1277 ,tanh              ,             1637 ,  0.5 ,      64   ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.1    ,True
1278 ,tanh              ,              536 ,  0.5 ,      64   ,   800 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.001  ,True
1279 ,tanh              ,             1638 ,  0.5 ,      64   ,   800 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.1    ,True
1280 ,tanh              ,              501 ,  0.5 ,      64   ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.001  ,True
1281 ,tanh              ,             1651 ,  0.5 ,      64   ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.1    ,True
1282 ,tanh              ,              726 ,  0.5 ,      64   ,   800 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.001  ,True
1283 ,tanh              ,             1650 ,  0.5 ,      64   ,   800 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.1    ,True
1284 ,tanh              ,              103 ,  0.5 ,      64   ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.001  ,True
1285 ,tanh              ,             1619 ,  0.5 ,      64   ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.1    ,True
1286 ,tanh              ,              315 ,  0.5 ,      64   ,   800 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.001  ,True
1287 ,tanh              ,             1622 ,  0.5 ,      64   ,   800 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.1    ,True
1288 ,tanh              ,               68 ,  0.5 ,      64   ,   800 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.001  ,True
1289 ,tanh              ,             1567 ,  0.5 ,      64   ,   800 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.1    ,True
1290 ,tanh              ,              452 ,  0.5 ,      64   ,   800 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.001  ,True
1291 ,tanh              ,             1565 ,  0.5 ,      64   ,   800 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.1    ,True
1292 ,tanh              ,              416 ,  0.5 ,      64   ,   800 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.001  ,True
1293 ,tanh              ,             1588 ,  0.5 ,      64   ,   800 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.1    ,True
1294 ,tanh              ,              771 ,  0.5 ,      64   ,   800 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.001  ,True
1295 ,tanh              ,             1569 ,  0.5 ,      64   ,   800 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.1    ,True
1296 ,tanh              ,              674 ,  0.5 ,       1.0 ,   800 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.001  ,True
1297 ,tanh              ,             1494 ,  0.5 ,       1.0 ,   800 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.1    ,True
1298 ,tanh              ,             1076 ,  0.5 ,       1.0 ,   800 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.001  ,True
1299 ,tanh              ,             1472 ,  0.5 ,       1.0 ,   800 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.1    ,True
1300 ,tanh              ,              769 ,  0.5 ,       1.0 ,   800 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.001  ,True
1301 ,tanh              ,             1486 ,  0.5 ,       1.0 ,   800 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.1    ,True
1302 ,tanh              ,             1161 ,  0.5 ,       1.0 ,   800 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.001  ,True
1303 ,tanh              ,             1449 ,  0.5 ,       1.0 ,   800 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.1    ,True
1304 ,tanh              ,             1105 ,  0.5 ,       1.0 ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.001  ,True
1305 ,tanh              ,             1454 ,  0.5 ,       1.0 ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.1    ,True
1306 ,tanh              ,             1294 ,  0.5 ,       1.0 ,   800 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.001  ,True
1307 ,tanh              ,             1473 ,  0.5 ,       1.0 ,   800 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.1    ,True
1308 ,tanh              ,              699 ,  0.5 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.001  ,True
1309 ,tanh              ,             1539 ,  0.5 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.1    ,True
1310 ,tanh              ,              941 ,  0.5 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.001  ,True
1311 ,tanh              ,             1554 ,  0.5 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.1    ,True
1312 ,tanh              ,              740 ,  0.5 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.001  ,True
1313 ,tanh              ,             1526 ,  0.5 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.1    ,True
1314 ,tanh              ,             1041 ,  0.5 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.001  ,True
1315 ,tanh              ,             1537 ,  0.5 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.1    ,True
1316 ,tanh              ,             1017 ,  0.5 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.001  ,True
1317 ,tanh              ,             1505 ,  0.5 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.1    ,True
1318 ,tanh              ,             1193 ,  0.5 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.001  ,True
1319 ,tanh              ,             1533 ,  0.5 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.1    ,True
1320 ,tanh              ,              638 ,  0.5 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.001  ,True
1321 ,tanh              ,             1484 ,  0.5 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.1    ,True
1322 ,tanh              ,             1089 ,  0.5 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.001  ,True
1323 ,tanh              ,             1468 ,  0.5 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.1    ,True
1324 ,tanh              ,              770 ,  0.5 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.001  ,True
1325 ,tanh              ,             1463 ,  0.5 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.1    ,True
1326 ,tanh              ,             1165 ,  0.5 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.001  ,True
1327 ,tanh              ,             1481 ,  0.5 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.1    ,True
1328 ,tanh              ,             1117 ,  0.5 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.001  ,True
1329 ,tanh              ,             1465 ,  0.5 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.1    ,True
1330 ,tanh              ,             1299 ,  0.5 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.001  ,True
1331 ,tanh              ,             1459 ,  0.5 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.1    ,True
1332 ,tanh              ,               85 ,  0.8 ,      64   ,   800 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.001  ,True
1333 ,tanh              ,             1626 ,  0.8 ,      64   ,   800 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.1    ,True
1334 ,tanh              ,              213 ,  0.8 ,      64   ,   800 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.001  ,True
1335 ,tanh              ,             1620 ,  0.8 ,      64   ,   800 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.1    ,True
1336 ,tanh              ,               10 ,  0.8 ,      64   ,   800 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.001  ,True
1337 ,tanh              ,             1606 ,  0.8 ,      64   ,   800 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.1    ,True
1338 ,tanh              ,              270 ,  0.8 ,      64   ,   800 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.001  ,True
1339 ,tanh              ,             1627 ,  0.8 ,      64   ,   800 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.1    ,True
1340 ,tanh              ,              271 ,  0.8 ,      64   ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.001  ,True
1341 ,tanh              ,             1598 ,  0.8 ,      64   ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.1    ,True
1342 ,tanh              ,              450 ,  0.8 ,      64   ,   800 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.001  ,True
1343 ,tanh              ,             1605 ,  0.8 ,      64   ,   800 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.1    ,True
1344 ,tanh              ,               69 ,  0.8 ,      64   ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.001  ,True
1345 ,tanh              ,             1639 ,  0.8 ,      64   ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.1    ,True
1346 ,tanh              ,              278 ,  0.8 ,      64   ,   800 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.001  ,True
1347 ,tanh              ,             1643 ,  0.8 ,      64   ,   800 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.1    ,True
1348 ,tanh              ,               24 ,  0.8 ,      64   ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.001  ,True
1349 ,tanh              ,             1655 ,  0.8 ,      64   ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.1    ,True
1350 ,tanh              ,              338 ,  0.8 ,      64   ,   800 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.001  ,True
1351 ,tanh              ,             1654 ,  0.8 ,      64   ,   800 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.1    ,True
1352 ,tanh              ,              289 ,  0.8 ,      64   ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.001  ,True
1353 ,tanh              ,             1644 ,  0.8 ,      64   ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.1    ,True
1354 ,tanh              ,              493 ,  0.8 ,      64   ,   800 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.001  ,True
1355 ,tanh              ,             1652 ,  0.8 ,      64   ,   800 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.1    ,True
1356 ,tanh              ,               89 ,  0.8 ,      64   ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.001  ,True
1357 ,tanh              ,             1608 ,  0.8 ,      64   ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.1    ,True
1358 ,tanh              ,              144 ,  0.8 ,      64   ,   800 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.001  ,True
1359 ,tanh              ,             1589 ,  0.8 ,      64   ,   800 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.1    ,True
1360 ,tanh              ,               32 ,  0.8 ,      64   ,   800 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.001  ,True
1361 ,tanh              ,             1611 ,  0.8 ,      64   ,   800 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.1    ,True
1362 ,tanh              ,              211 ,  0.8 ,      64   ,   800 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.001  ,True
1363 ,tanh              ,             1597 ,  0.8 ,      64   ,   800 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.1    ,True
1364 ,tanh              ,              196 ,  0.8 ,      64   ,   800 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.001  ,True
1365 ,tanh              ,             1603 ,  0.8 ,      64   ,   800 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.1    ,True
1366 ,tanh              ,              404 ,  0.8 ,      64   ,   800 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.001  ,True
1367 ,tanh              ,             1612 ,  0.8 ,      64   ,   800 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.1    ,True
1368 ,tanh              ,              447 ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.001  ,True
1369 ,tanh              ,             1483 ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.1    ,True
1370 ,tanh              ,              873 ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.001  ,True
1371 ,tanh              ,             1487 ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.1    ,True
1372 ,tanh              ,              495 ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.001  ,True
1373 ,tanh              ,             1528 ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.1    ,True
1374 ,tanh              ,              994 ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.001  ,True
1375 ,tanh              ,             1461 ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.1    ,True
1376 ,tanh              ,              914 ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.001  ,True
1377 ,tanh              ,             1508 ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.1    ,True
1378 ,tanh              ,             1121 ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.001  ,True
1379 ,tanh              ,             1519 ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.1    ,True
1380 ,tanh              ,              454 ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.001  ,True
1381 ,tanh              ,             1513 ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.1    ,True
1382 ,tanh              ,              796 ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.001  ,True
1383 ,tanh              ,             1536 ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.1    ,True
1384 ,tanh              ,              534 ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.001  ,True
1385 ,tanh              ,             1562 ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.1    ,True
1386 ,tanh              ,              881 ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.001  ,True
1387 ,tanh              ,             1548 ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.1    ,True
1388 ,tanh              ,              847 ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.001  ,True
1389 ,tanh              ,             1549 ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.1    ,True
1390 ,tanh              ,             1002 ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.001  ,True
1391 ,tanh              ,             1552 ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.1    ,True
1392 ,tanh              ,              380 ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.001  ,True
1393 ,tanh              ,             1480 ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.1    ,True
1394 ,tanh              ,              846 ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.001  ,True
1395 ,tanh              ,             1492 ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.1    ,True
1396 ,tanh              ,              405 ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.001  ,True
1397 ,tanh              ,             1502 ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.1    ,True
1398 ,tanh              ,              972 ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.001  ,True
1399 ,tanh              ,             1504 ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.1    ,True
1400 ,tanh              ,              931 ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.001  ,True
1401 ,tanh              ,             1496 ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.1    ,True
1402 ,tanh              ,             1155 ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.001  ,True
1403 ,tanh              ,             1497 ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.1    ,True
1404 ,logistic          ,              411 ,  0.5 ,      64   ,   800 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.001  ,True
1405 ,logistic          ,              297 ,  0.5 ,      64   ,   800 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.1    ,True
1406 ,logistic          ,              735 ,  0.5 ,      64   ,   800 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.001  ,True
1407 ,logistic          ,               43 ,  0.5 ,      64   ,   800 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.1    ,True
1408 ,logistic          ,              418 ,  0.5 ,      64   ,   800 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.001  ,True
1409 ,logistic          ,              427 ,  0.5 ,      64   ,   800 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.1    ,True
1410 ,logistic          ,              838 ,  0.5 ,      64   ,   800 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.001  ,True
1411 ,logistic          ,              118 ,  0.5 ,      64   ,   800 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.1    ,True
1412 ,logistic          ,              777 ,  0.5 ,      64   ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.001  ,True
1413 ,logistic          ,              219 ,  0.5 ,      64   ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.1    ,True
1414 ,logistic          ,             1033 ,  0.5 ,      64   ,   800 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.001  ,True
1415 ,logistic          ,               38 ,  0.5 ,      64   ,   800 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.1    ,True
1416 ,logistic          ,              390 ,  0.5 ,      64   ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.001  ,True
1417 ,logistic          ,              378 ,  0.5 ,      64   ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.1    ,True
